,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SMPD4,6.02554189687896e-07,0.077195146,0.109,0.143,0.023242323,APCDD1+ Fb,SMPD4
CRNKL11,6.08937295239436e-07,0.225794596,0.156,0.143,0.023488538,APCDD1+ Fb,CRNKL1
IL17RC1,6.21299942799559e-07,0.073204666,0.111,0.146,0.023965403,APCDD1+ Fb,IL17RC
RBM4,6.24664402974927e-07,0.109072751,0.223,0.285,0.02409518,APCDD1+ Fb,RBM4
PEX3,6.28543200249873e-07,0.061060599,0.075,0.102,0.024244797,APCDD1+ Fb,PEX3
ZNF217,6.41055713164024e-07,0.239606459,0.207,0.198,0.024727442,APCDD1+ Fb,ZNF217
DDX501,6.52299544144408e-07,0.264849618,0.244,0.244,0.02516115,APCDD1+ Fb,DDX50
WDR43,6.56025559987565e-07,0.10673638,0.21,0.269,0.025304874,APCDD1+ Fb,WDR43
PRKG12,6.56529040591714e-07,0.195745185,0.279,0.278,0.025324295,APCDD1+ Fb,PRKG1
COPS61,6.62553975851505e-07,0.051283731,0.363,0.462,0.025556695,APCDD1+ Fb,COPS6
SERBP11,6.68983149984608e-07,0.128486348,0.662,0.694,0.025804687,APCDD1+ Fb,SERBP1
TRAF31,6.69199391794292e-07,0.062752247,0.092,0.122,0.025813028,APCDD1+ Fb,TRAF3
UNC93B1,6.70642717189065e-07,0.147788883,0.114,0.098,0.025868702,APCDD1+ Fb,UNC93B1
SDC22,6.7110353525093e-07,0.182869279,0.539,0.573,0.025886477,APCDD1+ Fb,SDC2
MMP271,6.7359028765007e-07,0.097718652,0.11,0.092,0.025982398,APCDD1+ Fb,MMP27
MAP4K52,6.75223533395867e-07,0.086633017,0.297,0.38,0.026045397,APCDD1+ Fb,MAP4K5
TUSC32,6.76404043686573e-07,0.257916423,0.255,0.255,0.026090933,APCDD1+ Fb,TUSC3
CPSF1,6.84602972736283e-07,0.076764731,0.09,0.12,0.02640719,APCDD1+ Fb,CPSF1
DNAJC102,6.88959395827523e-07,0.248061013,0.31,0.32,0.026575231,APCDD1+ Fb,DNAJC10
ERH2,7.06368014278602e-07,0.129100678,0.565,0.616,0.027246733,APCDD1+ Fb,ERH
ESYT1,7.10550584290082e-07,0.066276888,0.097,0.128,0.027408068,APCDD1+ Fb,ESYT1
GMFB1,7.12381962995621e-07,0.097294172,0.173,0.223,0.027478709,APCDD1+ Fb,GMFB
RAP1GDS1,7.19075286220493e-07,0.068116923,0.099,0.131,0.027736891,APCDD1+ Fb,RAP1GDS1
CASC3,7.32102888285299e-07,0.253796869,0.221,0.217,0.028239405,APCDD1+ Fb,CASC3
TMEM168,7.33247747387316e-07,0.174325023,0.145,0.13,0.028283565,APCDD1+ Fb,TMEM168
PTAR1,7.34370197780332e-07,0.224538204,0.174,0.164,0.028326862,APCDD1+ Fb,PTAR1
TRIM251,7.6868608586897e-07,0.0544021,0.097,0.127,0.029650528,APCDD1+ Fb,TRIM25
KIFC31,7.89545511113747e-07,0.089296614,0.135,0.175,0.030455139,APCDD1+ Fb,KIFC3
C2orf763,7.90688096947947e-07,0.05452212,0.115,0.15,0.030499212,APCDD1+ Fb,C2orf76
RPL221,7.94728250029171e-07,0.101777704,0.935,0.942,0.030655053,APCDD1+ Fb,RPL22
COPS2,7.97969978111084e-07,0.281062747,0.351,0.375,0.030780096,APCDD1+ Fb,COPS2
CHCHD71,8.41330560322565e-07,0.084501547,0.117,0.153,0.032452644,APCDD1+ Fb,CHCHD7
GMCL1,8.43924484531006e-07,0.043768029,0.099,0.129,0.032552699,APCDD1+ Fb,GMCL1
RAI1,8.44744831930559e-07,0.063203151,0.082,0.11,0.032584342,APCDD1+ Fb,RAI1
WWP11,8.68596205149026e-07,0.077942247,0.132,0.171,0.033504361,APCDD1+ Fb,WWP1
GTF3C51,8.72517626473034e-07,0.078809592,0.097,0.128,0.033655622,APCDD1+ Fb,GTF3C5
TMEM1071,8.8887237655852e-07,0.048376301,0.079,0.105,0.034286474,APCDD1+ Fb,TMEM107
IQCK1,8.89422598929918e-07,0.046802907,0.075,0.101,0.034307698,APCDD1+ Fb,IQCK
PIP5K1C1,9.27782431356946e-07,0.063846289,0.111,0.145,0.035787352,APCDD1+ Fb,PIP5K1C
DHX361,9.32609908243395e-07,0.235649135,0.398,0.429,0.035973562,APCDD1+ Fb,DHX36
C6orf471,9.32780329799423e-07,0.05551102,0.088,0.117,0.035980136,APCDD1+ Fb,C6orf47
BMS1,9.45324067197307e-07,0.102476803,0.148,0.192,0.036463985,APCDD1+ Fb,BMS1
TRMT111,9.69379172829638e-07,0.200559397,0.153,0.139,0.037391863,APCDD1+ Fb,TRMT11
ACER31,9.92091914493259e-07,0.080300737,0.123,0.159,0.038267961,APCDD1+ Fb,ACER3
SHTN12,9.94225158443867e-07,0.07429216,0.119,0.154,0.038350247,APCDD1+ Fb,SHTN1
STMN1,1.01736458071842e-06,0.267958351,0.24,0.232,0.039242804,APCDD1+ Fb,STMN1
LPCAT1,1.04196855134929e-06,0.052344323,0.1,0.131,0.040191853,APCDD1+ Fb,LPCAT1
SCRN21,1.08986796738867e-06,0.071082024,0.121,0.157,0.042039477,APCDD1+ Fb,SCRN2
ELOA1,1.09326959266544e-06,0.105357643,0.16,0.207,0.042170688,APCDD1+ Fb,ELOA
XPA1,1.10417073175774e-06,0.235018576,0.237,0.234,0.042591178,APCDD1+ Fb,XPA
HECTD4,1.11603356921164e-06,0.175607937,0.13,0.115,0.043048763,APCDD1+ Fb,HECTD4
NOL7,1.11658532767164e-06,0.240604899,0.453,0.5,0.043070046,APCDD1+ Fb,NOL7
DCAF6,1.12298452496713e-06,0.12525393,0.204,0.262,0.043316882,APCDD1+ Fb,DCAF6
USF31,1.12688246182815e-06,0.200782309,0.136,0.121,0.043467237,APCDD1+ Fb,USF3
KLC1,1.15506830633126e-06,0.265171688,0.279,0.288,0.04455445,APCDD1+ Fb,KLC1
TCEAL11,1.21990508046872e-06,0.091013035,0.148,0.19,0.047055399,APCDD1+ Fb,TCEAL1
PLAA,1.24657415697151e-06,0.053639597,0.075,0.101,0.048084105,APCDD1+ Fb,PLAA
PPM1B2,1.26160424213571e-06,0.074437445,0.142,0.183,0.04866386,APCDD1+ Fb,PPM1B
SLC44A2,1.26256978672102e-06,0.080321836,0.128,0.165,0.048701104,APCDD1+ Fb,SLC44A2
SEC23IP2,1.27216640923612e-06,0.082538713,0.146,0.189,0.049071275,APCDD1+ Fb,SEC23IP
FTSJ31,1.36228276731325e-06,0.079140896,0.111,0.144,0.052547333,APCDD1+ Fb,FTSJ3
TSPAN111,1.36323200486551e-06,0.162506811,0.111,0.095,0.052583948,APCDD1+ Fb,TSPAN11
SOCS4,1.38125252047612e-06,0.093316054,0.113,0.148,0.053279053,APCDD1+ Fb,SOCS4
UBR41,1.38258228348224e-06,0.216976207,0.194,0.184,0.053330346,APCDD1+ Fb,UBR4
RC3H21,1.40301456952807e-06,0.116836227,0.165,0.213,0.054118481,APCDD1+ Fb,RC3H2
MRGPRF1,1.40441384307987e-06,0.241421122,0.319,0.33,0.054172455,APCDD1+ Fb,MRGPRF
MAP3K31,1.41615754609661e-06,0.09144505,0.119,0.155,0.054625445,APCDD1+ Fb,MAP3K3
EHD22,1.43679332929267e-06,0.054508886,0.338,0.42,0.055421429,APCDD1+ Fb,EHD2
ENPP21,1.45556274126624e-06,0.233465887,0.252,0.244,0.056145422,APCDD1+ Fb,ENPP2
ITGB3BP,1.46771466885825e-06,0.098314513,0.117,0.152,0.056614158,APCDD1+ Fb,ITGB3BP
HYOU1,1.47117045723122e-06,0.067811391,0.122,0.157,0.056747458,APCDD1+ Fb,HYOU1
UBA1,1.47361603147386e-06,0.127738023,0.259,0.331,0.056841791,APCDD1+ Fb,UBA1
RUSC2,1.47697612841713e-06,0.068872199,0.079,0.105,0.0569714,APCDD1+ Fb,RUSC2
SMIM32,1.4812206561953e-06,0.066212524,0.233,0.292,0.057135124,APCDD1+ Fb,SMIM3
GOSR22,1.48570312000377e-06,0.079372355,0.172,0.221,0.057308026,APCDD1+ Fb,GOSR2
CRBN,1.49342829612296e-06,0.22428826,0.243,0.241,0.05760601,APCDD1+ Fb,CRBN
POLR2B,1.49628633569084e-06,0.263194571,0.251,0.252,0.057716253,APCDD1+ Fb,POLR2B
DDHD21,1.5045599404267e-06,0.214491175,0.157,0.144,0.058035391,APCDD1+ Fb,DDHD2
PPIA,1.57259027389719e-06,0.060099708,0.857,0.808,0.060659525,APCDD1+ Fb,PPIA
HSPA9,1.633017279157e-06,0.072571038,0.357,0.451,0.062990376,APCDD1+ Fb,HSPA9
KIAA15861,1.66299680233057e-06,0.197560402,0.146,0.132,0.064146776,APCDD1+ Fb,KIAA1586
TMEM643,1.66973107040911e-06,0.064218908,0.167,0.212,0.064406537,APCDD1+ Fb,TMEM64
FAM89A2,1.67414431787371e-06,0.018566567,0.099,0.128,0.064576769,APCDD1+ Fb,FAM89A
SMG7,1.68085961949055e-06,0.075060921,0.102,0.134,0.064835798,APCDD1+ Fb,SMG7
PPWD12,1.68351320548409e-06,0.194696369,0.147,0.133,0.064938155,APCDD1+ Fb,PPWD1
WIPF2,1.68487036333623e-06,0.109155673,0.168,0.216,0.064990505,APCDD1+ Fb,WIPF2
IRAK42,1.68989131019902e-06,0.059557118,0.1,0.13,0.065184178,APCDD1+ Fb,IRAK4
HNRNPA11,1.69271533590361e-06,0.097722565,0.749,0.746,0.065293109,APCDD1+ Fb,HNRNPA1
TMOD31,1.69326488222572e-06,0.232363894,0.431,0.474,0.065314306,APCDD1+ Fb,TMOD3
URI12,1.71353636563789e-06,0.069703066,0.297,0.373,0.066096238,APCDD1+ Fb,URI1
ZNF8001,1.71375827424327e-06,0.095778101,0.163,0.208,0.066104798,APCDD1+ Fb,ZNF800
CREG12,1.73362370908208e-06,0.052818668,0.27,0.337,0.066871067,APCDD1+ Fb,CREG1
CNOT81,1.73798936096742e-06,0.100555445,0.148,0.19,0.067039464,APCDD1+ Fb,CNOT8
THOC11,1.74240520720483e-06,0.17998051,0.126,0.112,0.067209796,APCDD1+ Fb,THOC1
ARHGEF7,1.74386815398263e-06,0.096003632,0.184,0.236,0.067266226,APCDD1+ Fb,ARHGEF7
COASY1,1.76275553833388e-06,0.076108864,0.095,0.125,0.067994769,APCDD1+ Fb,COASY
ICMT1,1.78349332190132e-06,0.101938995,0.18,0.23,0.068794688,APCDD1+ Fb,ICMT
GTF3C4,1.80648003025096e-06,0.189210676,0.148,0.134,0.069681354,APCDD1+ Fb,GTF3C4
OFD11,1.81054200407551e-06,0.129350913,0.157,0.202,0.069838037,APCDD1+ Fb,OFD1
JADE1,1.81181800113694e-06,0.168816154,0.112,0.097,0.069887256,APCDD1+ Fb,JADE1
SAYSD13,1.81955554761325e-06,0.068880515,0.111,0.144,0.070185716,APCDD1+ Fb,SAYSD1
NCOR11,1.85996027319868e-06,0.272119694,0.357,0.383,0.071744248,APCDD1+ Fb,NCOR1
SYNCRIP2,1.88895347369874e-06,0.199481953,0.465,0.508,0.072862602,APCDD1+ Fb,SYNCRIP
OGFR,1.89041416290996e-06,0.087810533,0.14,0.179,0.072918946,APCDD1+ Fb,OGFR
EIF3H1,1.90878151015385e-06,0.023009034,0.473,0.577,0.073627429,APCDD1+ Fb,EIF3H
GOLGA72,1.94738344591209e-06,0.091359999,0.267,0.342,0.075116422,APCDD1+ Fb,GOLGA7
GAA3,1.95321705501243e-06,0.075084032,0.277,0.349,0.075341441,APCDD1+ Fb,GAA
MRPS91,1.961994163362e-06,0.096678794,0.109,0.142,0.075680001,APCDD1+ Fb,MRPS9
ACYP21,1.96698031716186e-06,0.058167111,0.079,0.105,0.075872332,APCDD1+ Fb,ACYP2
MAP4K31,1.99055836183159e-06,0.196049395,0.164,0.152,0.076781808,APCDD1+ Fb,MAP4K3
SCNM11,2.02296197234833e-06,0.078972115,0.137,0.176,0.078031712,APCDD1+ Fb,SCNM1
ANKMY21,2.03266435148054e-06,0.066492609,0.083,0.11,0.078405962,APCDD1+ Fb,ANKMY2
TRAPPC21,2.04485430578984e-06,0.046340119,0.079,0.105,0.078876165,APCDD1+ Fb,TRAPPC2
CHMP2B,2.06296440145625e-06,0.078735505,0.328,0.417,0.079574726,APCDD1+ Fb,CHMP2B
CDC422,2.06337241392238e-06,0.073119755,0.696,0.727,0.079590464,APCDD1+ Fb,CDC42
IGF2R,2.08639364633536e-06,0.243341618,0.269,0.274,0.080478462,APCDD1+ Fb,IGF2R
MSH3,2.09013123558176e-06,0.210582381,0.133,0.12,0.080622632,APCDD1+ Fb,MSH3
CLN53,2.11122680361689e-06,0.084136424,0.195,0.247,0.081436351,APCDD1+ Fb,CLN5
C6orf482,2.14426331990821e-06,0.121645002,0.271,0.255,0.082710669,APCDD1+ Fb,C6orf48
TM2D31,2.15762949702343e-06,0.114579128,0.209,0.268,0.083226243,APCDD1+ Fb,TM2D3
NUP188,2.26092664344605e-06,0.061476377,0.077,0.102,0.087210723,APCDD1+ Fb,NUP188
NT5C1,2.30496314186856e-06,0.081279402,0.29,0.364,0.088909343,APCDD1+ Fb,NT5C
HAUS61,2.34044819457749e-06,0.05192793,0.083,0.109,0.090278108,APCDD1+ Fb,HAUS6
COPA2,2.36248271037713e-06,0.20834135,0.426,0.462,0.091128046,APCDD1+ Fb,COPA
PFKM1,2.3736632771523e-06,0.052534983,0.079,0.104,0.091559314,APCDD1+ Fb,PFKM
ZNF6541,2.37932927640848e-06,0.060952544,0.097,0.127,0.091777868,APCDD1+ Fb,ZNF654
PAPOLA,2.41941313081007e-06,0.212261547,0.449,0.494,0.093324023,APCDD1+ Fb,PAPOLA
CLIP1,2.47923848264367e-06,0.113520703,0.288,0.365,0.095631666,APCDD1+ Fb,CLIP1
SMARCC12,2.56021231507743e-06,0.110103409,0.222,0.283,0.09875507,APCDD1+ Fb,SMARCC1
PTBP11,2.62042010735606e-06,0.07194176,0.337,0.425,0.101077465,APCDD1+ Fb,PTBP1
MIR4435-2HG1,2.62882224911445e-06,0.036053195,0.286,0.352,0.101401561,APCDD1+ Fb,MIR4435-2HG
CMPK12,2.64165191135995e-06,0.208858784,0.455,0.503,0.101896439,APCDD1+ Fb,CMPK1
OPA1,2.66301558497315e-06,0.23234659,0.197,0.19,0.1027205,APCDD1+ Fb,OPA1
B3GALNT13,2.71917282226812e-06,0.046754028,0.094,0.122,0.104886653,APCDD1+ Fb,B3GALNT1
CACNA1C1,2.73137517667264e-06,0.186243012,0.141,0.128,0.105357335,APCDD1+ Fb,CACNA1C
DHRS42,2.75081152635778e-06,0.05281787,0.084,0.11,0.106107053,APCDD1+ Fb,DHRS4
FLYWCH21,2.76685966423661e-06,0.110063638,0.25,0.319,0.106726078,APCDD1+ Fb,FLYWCH2
ZNF160,2.77479827635079e-06,0.167007657,0.113,0.099,0.107032294,APCDD1+ Fb,ZNF160
DLG5,2.78341367218118e-06,0.081097178,0.109,0.141,0.107364616,APCDD1+ Fb,DLG5
AKAP17A1,2.79185635982731e-06,0.105278974,0.135,0.174,0.107690275,APCDD1+ Fb,AKAP17A
DYNC1LI11,2.81307621123084e-06,0.09702543,0.25,0.318,0.108508789,APCDD1+ Fb,DYNC1LI1
TRMT10C,2.816367922049e-06,0.103005187,0.189,0.241,0.10863576,APCDD1+ Fb,TRMT10C
PNKD1,2.87589151275058e-06,0.064475107,0.33,0.418,0.110931763,APCDD1+ Fb,PNKD
IARS3,2.87967947277869e-06,0.176468194,0.203,0.192,0.111077876,APCDD1+ Fb,IARS
MPP11,2.88490298946383e-06,0.039374918,0.077,0.102,0.111279363,APCDD1+ Fb,MPP1
NGLY1,2.91354192514513e-06,0.083773183,0.107,0.139,0.112384053,APCDD1+ Fb,NGLY1
OTUB11,2.92713182285346e-06,0.112778796,0.196,0.251,0.112908256,APCDD1+ Fb,OTUB1
CC2D2A2,2.94235545431054e-06,0.054718051,0.075,0.1,0.113495477,APCDD1+ Fb,CC2D2A
PHAX1,3.01633848396513e-06,0.24393708,0.281,0.29,0.116349224,APCDD1+ Fb,PHAX
BRD91,3.04479470381709e-06,0.221680054,0.198,0.191,0.117446866,APCDD1+ Fb,BRD9
EIF2B4,3.0582737330229e-06,0.105284144,0.118,0.153,0.117966793,APCDD1+ Fb,EIF2B4
GSTM41,3.05971165525058e-06,0.047917497,0.1,0.129,0.118022258,APCDD1+ Fb,GSTM4
RPF1,3.09314878754072e-06,0.089540665,0.122,0.158,0.119312028,APCDD1+ Fb,RPF1
NARF,3.1682968152846e-06,0.112195979,0.171,0.218,0.122210713,APCDD1+ Fb,NARF
TMEM87A1,3.1768521780137e-06,0.117761135,0.318,0.406,0.122540719,APCDD1+ Fb,TMEM87A
MYBBP1A,3.18871448602602e-06,0.067453958,0.078,0.104,0.122998284,APCDD1+ Fb,MYBBP1A
CNOT7,3.2374556988866e-06,0.089697622,0.16,0.205,0.124878379,APCDD1+ Fb,CNOT7
BMERB1,3.23939721948697e-06,0.110771872,0.118,0.153,0.124953269,APCDD1+ Fb,BMERB1
PWWP3A1,3.28799275998114e-06,0.096301584,0.1,0.131,0.126827745,APCDD1+ Fb,PWWP3A
PPM1K,3.31583892046325e-06,0.085918136,0.145,0.185,0.127901855,APCDD1+ Fb,PPM1K
NUTM2B-AS11,3.3188575917636e-06,0.108885611,0.173,0.221,0.128018294,APCDD1+ Fb,NUTM2B-AS1
DHDDS2,3.32205658755539e-06,0.070389289,0.103,0.133,0.128141689,APCDD1+ Fb,DHDDS
REPIN1,3.3618850936334e-06,0.05698064,0.109,0.141,0.129677994,APCDD1+ Fb,REPIN1
OSBPL11,3.36542972678118e-06,0.084890037,0.08,0.106,0.129814721,APCDD1+ Fb,OSBPL11
SMAD2,3.38996371309289e-06,0.266213214,0.298,0.313,0.13076107,APCDD1+ Fb,SMAD2
DCAF11,3.56573358206439e-06,0.045202585,0.078,0.103,0.137541041,APCDD1+ Fb,DCAF11
NBN1,3.6374115894903e-06,0.117968648,0.211,0.269,0.140305877,APCDD1+ Fb,NBN
STAT31,3.68819709900697e-06,0.119441246,0.543,0.583,0.142264827,APCDD1+ Fb,STAT3
UBN11,3.72994256721068e-06,0.090030089,0.168,0.214,0.143875075,APCDD1+ Fb,UBN1
RAB10,3.73116094787131e-06,0.066221335,0.349,0.442,0.143922071,APCDD1+ Fb,RAB10
MRPS27,3.83261709049336e-06,0.078826008,0.096,0.125,0.147835539,APCDD1+ Fb,MRPS27
BDH22,3.88885118011273e-06,0.250893695,0.352,0.373,0.150004657,APCDD1+ Fb,BDH2
TCOF1,3.8895330771782e-06,0.077400351,0.105,0.137,0.150030959,APCDD1+ Fb,TCOF1
LRIG2,3.90622302564688e-06,0.164506204,0.106,0.091,0.150674741,APCDD1+ Fb,LRIG2
MIB2,3.98276459741876e-06,0.052808577,0.092,0.119,0.153627179,APCDD1+ Fb,MIB2
LENG1,3.98299878873408e-06,0.049375951,0.101,0.13,0.153636212,APCDD1+ Fb,LENG1
INTS14,4.07287051108243e-06,0.063967419,0.077,0.102,0.157102834,APCDD1+ Fb,INTS14
TMEM2032,4.09370529988665e-06,0.077473172,0.149,0.19,0.157906495,APCDD1+ Fb,TMEM203
TRMT1122,4.14158371946025e-06,0.013389765,0.527,0.635,0.159753309,APCDD1+ Fb,TRMT112
ASF1A1,4.14678322036675e-06,0.066725116,0.091,0.119,0.159953869,APCDD1+ Fb,ASF1A
NAPG2,4.19343214435168e-06,0.070471101,0.168,0.213,0.161753258,APCDD1+ Fb,NAPG
MIR100HG,4.20185863116223e-06,0.067557777,0.096,0.124,0.162078293,APCDD1+ Fb,MIR100HG
GPATCH21,4.3174545795565e-06,0.229678278,0.236,0.236,0.166537175,APCDD1+ Fb,GPATCH2
ATG5,4.41492149344453e-06,0.102631577,0.173,0.222,0.170296767,APCDD1+ Fb,ATG5
GOLGB11,4.52978000664398e-06,0.204123203,0.491,0.529,0.174727204,APCDD1+ Fb,GOLGB1
TBC1D22A,4.58542318429821e-06,0.080370645,0.088,0.116,0.176873528,APCDD1+ Fb,TBC1D22A
CYP27A12,4.62456402169142e-06,0.063919196,0.139,0.175,0.178383308,APCDD1+ Fb,CYP27A1
NEDD41,4.69617080920328e-06,0.08964542,0.143,0.182,0.181145397,APCDD1+ Fb,NEDD4
TMEM422,4.70316416554803e-06,0.044649234,0.101,0.13,0.181415151,APCDD1+ Fb,TMEM42
UHRF2,4.72286443716796e-06,0.064634442,0.094,0.123,0.18217505,APCDD1+ Fb,UHRF2
ZRSR2,4.86710087080661e-06,0.164250517,0.104,0.09,0.187738682,APCDD1+ Fb,ZRSR2
MON1B,4.87600879025288e-06,0.063669245,0.077,0.101,0.188082287,APCDD1+ Fb,MON1B
CPE2,5.03376431852292e-06,0.253027537,0.512,0.536,0.194167391,APCDD1+ Fb,CPE
SLC27A11,5.21018992781878e-06,0.046519499,0.093,0.121,0.200972656,APCDD1+ Fb,SLC27A1
FAXDC22,5.2194969585861e-06,0.128401176,0.103,0.088,0.201331656,APCDD1+ Fb,FAXDC2
CDK11A1,5.2673411404285e-06,0.186846652,0.119,0.105,0.20317715,APCDD1+ Fb,CDK11A
TM7SF31,5.32674982101017e-06,0.060630968,0.087,0.114,0.205468721,APCDD1+ Fb,TM7SF3
BAG6,5.35640153742083e-06,0.140667936,0.204,0.26,0.206612477,APCDD1+ Fb,BAG6
NADK1,5.38934073656511e-06,0.082328949,0.107,0.138,0.20788304,APCDD1+ Fb,NADK
MBOAT2,5.4233839975784e-06,0.041863327,0.078,0.103,0.209196191,APCDD1+ Fb,MBOAT2
RANBP31,5.44501261268961e-06,0.072425323,0.097,0.125,0.210030472,APCDD1+ Fb,RANBP3
NUP50,5.47121176352666e-06,0.093511199,0.144,0.184,0.211041051,APCDD1+ Fb,NUP50
DOCK41,5.51940142115064e-06,0.180909649,0.11,0.096,0.212899871,APCDD1+ Fb,DOCK4
ZNF6441,5.76992958763083e-06,0.25400987,0.313,0.328,0.222563494,APCDD1+ Fb,ZNF644
RNF113A1,5.77259120203153e-06,0.062989029,0.085,0.111,0.22266616,APCDD1+ Fb,RNF113A
RIN22,5.80898095135721e-06,0.075608628,0.249,0.309,0.224069822,APCDD1+ Fb,RIN2
ITFG2,5.84992999810144e-06,0.143992201,0.111,0.096,0.22564935,APCDD1+ Fb,ITFG2
SNX331,5.91774340516121e-06,0.057924561,0.102,0.132,0.228265116,APCDD1+ Fb,SNX33
NME61,6.06831770995255e-06,0.051854784,0.077,0.101,0.234073219,APCDD1+ Fb,NME6
RABL6,6.17732428621597e-06,0.109575812,0.203,0.257,0.23827793,APCDD1+ Fb,RABL6
KLHL92,6.24897456512197e-06,0.205628372,0.174,0.164,0.241041696,APCDD1+ Fb,KLHL9
ARSD,6.29995483125935e-06,0.178606636,0.123,0.11,0.243008158,APCDD1+ Fb,ARSD
BRD32,6.37118466290606e-06,0.093692234,0.174,0.221,0.245755706,APCDD1+ Fb,BRD3
PCGF61,6.38653164722619e-06,0.058242906,0.081,0.106,0.246347685,APCDD1+ Fb,PCGF6
TPST12,6.38837249156944e-06,0.086324134,0.275,0.345,0.246418692,APCDD1+ Fb,TPST1
ANXA62,6.4682692932756e-06,0.03649903,0.374,0.464,0.249500551,APCDD1+ Fb,ANXA6
HPS4,6.49129532985681e-06,0.186362968,0.13,0.116,0.250388735,APCDD1+ Fb,HPS4
EIF3J-DT1,6.87628423649014e-06,0.160999572,0.136,0.122,0.265238912,APCDD1+ Fb,EIF3J-DT
SMIM152,6.93825837142435e-06,0.102178169,0.231,0.293,0.26762944,APCDD1+ Fb,SMIM15
SRSF12,6.94862895441065e-06,0.262624809,0.316,0.336,0.268029465,APCDD1+ Fb,SRSF1
COL4A3BP2,6.96103867619846e-06,0.141282362,0.135,0.119,0.268508145,APCDD1+ Fb,COL4A3BP
RARS4,6.96173246753893e-06,0.181170992,0.203,0.194,0.268534906,APCDD1+ Fb,RARS
GNPDA22,6.96843530555524e-06,0.108580256,0.158,0.202,0.268793455,APCDD1+ Fb,GNPDA2
RAB40B2,7.0296202040786e-06,0.058312646,0.098,0.126,0.27115354,APCDD1+ Fb,RAB40B
GORAB,7.05316341771741e-06,0.05510236,0.077,0.101,0.272061673,APCDD1+ Fb,GORAB
SH3BP4,7.11384046496043e-06,0.079466025,0.096,0.125,0.274402168,APCDD1+ Fb,SH3BP4
DIP2A,7.35713774318116e-06,0.198455759,0.158,0.146,0.283786874,APCDD1+ Fb,DIP2A
KDM5A,7.44316100016615e-06,0.268524791,0.311,0.327,0.287105049,APCDD1+ Fb,KDM5A
MED131,7.50191335303678e-06,0.085883492,0.269,0.337,0.289371304,APCDD1+ Fb,MED13
RBM281,7.68365003271899e-06,0.241759385,0.206,0.202,0.296381433,APCDD1+ Fb,RBM28
DPH7,7.77170660905557e-06,0.064510875,0.084,0.11,0.299778039,APCDD1+ Fb,DPH7
NUP981,7.88862483910074e-06,0.086549315,0.135,0.171,0.304287926,APCDD1+ Fb,NUP98
STK17B2,8.00038986964445e-06,0.09785033,0.27,0.338,0.308599038,APCDD1+ Fb,STK17B
TMEM126B2,8.01668230168347e-06,0.093986665,0.249,0.314,0.309227486,APCDD1+ Fb,TMEM126B
PYM11,8.0534764763416e-06,0.080097304,0.111,0.142,0.310646748,APCDD1+ Fb,PYM1
UQCRC11,8.06110375968392e-06,0.085311526,0.292,0.367,0.310940955,APCDD1+ Fb,UQCRC1
FAM171B3,8.06522096151276e-06,0.05180197,0.091,0.118,0.311099768,APCDD1+ Fb,FAM171B
SFPQ1,8.0850067843333e-06,0.118775177,0.593,0.631,0.311862967,APCDD1+ Fb,SFPQ
RBM10,8.09361440384459e-06,0.061118531,0.096,0.124,0.312194988,APCDD1+ Fb,RBM10
POLR2K,8.12055365343979e-06,0.079374936,0.336,0.426,0.313234116,APCDD1+ Fb,POLR2K
SPEN1,8.18465380301502e-06,0.084832854,0.274,0.338,0.315706651,APCDD1+ Fb,SPEN
POLG,8.20329306105865e-06,0.073910863,0.088,0.114,0.316425623,APCDD1+ Fb,POLG
NPIPB5,8.23841102356019e-06,0.231813831,0.124,0.111,0.317780228,APCDD1+ Fb,NPIPB5
TAOK2,8.27960743851627e-06,0.07147934,0.084,0.11,0.319369298,APCDD1+ Fb,TAOK2
SNRK,8.32781742091983e-06,0.198630096,0.169,0.159,0.321228901,APCDD1+ Fb,SNRK
STK11,8.42339171491962e-06,0.084286211,0.119,0.152,0.324915489,APCDD1+ Fb,STK11
CCDC62,8.43151532729515e-06,0.087172603,0.243,0.305,0.325228841,APCDD1+ Fb,CCDC6
CSAD2,8.44223288489883e-06,0.067548116,0.127,0.16,0.325642249,APCDD1+ Fb,CSAD
STAT12,8.51094328536777e-06,0.263227772,0.287,0.296,0.328292615,APCDD1+ Fb,STAT1
SDC4,8.67493496523953e-06,0.061173058,0.151,0.189,0.334618266,APCDD1+ Fb,SDC4
VGLL32,8.69853725584585e-06,0.091218082,0.365,0.451,0.335528678,APCDD1+ Fb,VGLL3
TIMM44,8.72767851927633e-06,0.089489492,0.148,0.187,0.336652744,APCDD1+ Fb,TIMM44
FAM234A1,9.22867952321307e-06,0.124454893,0.183,0.232,0.355977855,APCDD1+ Fb,FAM234A
SYPL12,9.50014266059473e-06,0.247289866,0.383,0.418,0.366449003,APCDD1+ Fb,SYPL1
SEC61A12,9.53442009886932e-06,0.019772846,0.395,0.483,0.367771186,APCDD1+ Fb,SEC61A1
HADH1,9.61145563725056e-06,0.076467376,0.1,0.129,0.370742678,APCDD1+ Fb,HADH
SLTM,9.93023802844586e-06,0.28342881,0.375,0.41,0.383039071,APCDD1+ Fb,SLTM
CPSF21,1.01914386314739e-05,0.106778338,0.132,0.168,0.393114362,APCDD1+ Fb,CPSF2
